Advanced Reads Samples		
Sample number	Abs	
1	1,094691038	
2	2,339025497	
3	2,397105694	
4	1,828137398	
5	1,55557704	
6	2,088175774	
7	1,863559723	
8	1,556325436	
9	1,072506666	
10	1,289802551	
11	1,114757299	
12	1,060756803	
13	2,116281271	
14	1,653383613	
15	2,492554903	
16	2,160266399	
17	2,300109148	
18	1,79840219	
19	2,510360956	
20	2,311985016	
21	2,053650856	
22	1,439715266	
23	1,683611155	
24	1,413896203	
25	1,644353151	
26	0,9457015991	
27	0,7874494791	
28	1,431733608	
29	1,640022159	
30	1,16719532	
31	0,8536891937	
32	1,575402021	
33	1,884899855	
34	1,278409004	
35	1,254392624	
36	2,144369841	
37	1,843191743	
38	1,9018929	
39	1,496283293	
40	1,446392059	
41	2,051995754	
42	1,853873491	
43	1,497806907	
44	1,59614265	
45	2,160898685	
46	2,37254858	
47	1,873348951	
48	2,048662663	
49	1,255184174	
50	2,4132514	
51	1,097566366	
52	0,8430935144	
53	1,258434772	
54	2,469202042	
55	1,260741234	
56	0,8155488968	
57	1,078019023	
58	2,45201993	
59	1,049547672	
60	0,9190430641	
61	1,344100714	
62	2,304840565	
63	1,088466167	
64	0,8329545856	
65	1,24006176	
66	2,154107571	
67	1,206186414	
68	0,9313768148	
69	0,9869903326	
70	1,896558762	
71	1,239187956	
72	0,8531882763	
73	2,616511822	
74	1,743890047	
75	0,9867819548	
76	0,9734605551	
77	2,199428558	
78	1,27240777	
79	0,9169148207	
80	1,099796534	
81	2,396705151	
82	1,354586601	
83	0,7462639809	
84	1,117223978	
85	2,392772675	
86	1,570759535	
87	1,487777233	
88	1,523782134	
89	2,453989029	
90	1,303805232	
91	2,174385786	
92	1,525009155	
93	2,529821396	
94	1,14000845	
95	1,63256216	
96	1,868755579	

Advanced Reads Samples
Advanced Reads Samples
Collection Time: 2/1/06 07:28:46
Operator Name  :
Microplate Reader Software Version: 3.20(57)
Parameter List :
Advanced Reads
Report time                       seg 02 jan 07:28:46 AM 2006
Method file                       Default
Batch file
Instrument                        Cary 50
Instrument serial number
Software Version                  3.20(57)
Driver Version                    2.2.54
Operator
Instrument Parameters
Stop Threshold                    OFF
Averaging Time (s)                0,5000
Temperature control
Device                           OFF
Set temperature (°C)
Wellplate
Plate format                     96 wells Costar
X Mode                            Wavelength (nm)
Y Mode                            Abs
Pathlength correction             None
Wavelength (nm)                  590,0
Analysis
Collection time                  2/1/06 07:16:00
Method Log     :
Method Name    : Default
Date/Time stamp: 2/1/06 06:54:56
Method Modifications:
Ave. time (s) Changed: 2/1/06 07:01:01, Old:   0,1000, New:   0,5000
WaveLength Changed: 2/1/06 07:01:01, Old:500,00, New:590,00
Num Samples Changed: 2/1/06 07:06:21, Old:0, New:1
Num Samples Changed: 2/1/06 07:11:19, Old:96, New:1
Num Samples Changed: 2/1/06 07:16:00, Old:96, New:1
Num Samples Changed: 2/1/06 07:28:46, Old:96, New:1
End Method Modifications
Sample Readings:
SML-1;; 1,0947
SML-2;; 2,3390
SML-3;; 2,3971
SML-4;; 1,8281
SML-5;; 1,5556
SML-6;; 2,0882
SML-7;; 1,8636
SML-8;; 1,5563
SML-9;; 1,0725
SML-10;; 1,2898
SML-11;; 1,1148
SML-12;; 1,0608
SML-24;; 1,4139
SML-23;; 1,6836
SML-22;; 1,4397
SML-21;; 2,0537
SML-20;; 2,3120
SML-19;; 2,5104
SML-18;; 1,7984
SML-17;; 2,3001
SML-16;; 2,1603
SML-15;; 2,4926
SML-14;; 1,6534
SML-13;; 2,1163
SML-25;; 1,6444
SML-26;; 0,9457
SML-27;; 0,7874
SML-28;; 1,4317
SML-29;; 1,6400
SML-30;; 1,1672
SML-31;; 0,8537
SML-32;; 1,5754
SML-33;; 1,8849
SML-34;; 1,2784
SML-35;; 1,2544
SML-36;; 2,1444
SML-48;; 2,0487
SML-47;; 1,8733
SML-46;; 2,3725
SML-45;; 2,1609
SML-44;; 1,5961
SML-43;; 1,4978
SML-42;; 1,8539
SML-41;; 2,0520
SML-40;; 1,4464
SML-39;; 1,4963
SML-38;; 1,9019
SML-37;; 1,8432
SML-49;; 1,2552
SML-50;; 2,4133
SML-51;; 1,0976
SML-52;; 0,8431
SML-53;; 1,2584
SML-54;; 2,4692
SML-55;; 1,2607
SML-56;; 0,8155
SML-57;; 1,0780
SML-58;; 2,4520
SML-59;; 1,0495
SML-60;; 0,9190
SML-72;; 0,8532
SML-71;; 1,2392
SML-70;; 1,8966
SML-69;; 0,9870
SML-68;; 0,9314
SML-67;; 1,2062
SML-66;; 2,1541
SML-65;; 1,2401
SML-64;; 0,8330
SML-63;; 1,0885
SML-62;; 2,3048
SML-61;; 1,3441
SML-73;; 2,6165
SML-74;; 1,7439
SML-75;; 0,9868
SML-76;; 0,9735
SML-77;; 2,1994
SML-78;; 1,2724
SML-79;; 0,9169
SML-80;; 1,0998
SML-81;; 2,3967
SML-82;; 1,3546
SML-83;; 0,7463
SML-84;; 1,1172
SML-96;; 1,8688
SML-95;; 1,6326
SML-94;; 1,1400
SML-93;; 2,5298
SML-92;; 1,5250
SML-91;; 2,1744
SML-90;; 1,3038
SML-89;; 2,4540
SML-88;; 1,5238
SML-87;; 1,4878
SML-86;; 1,5708
SML-85;; 2,3928
Sample Readings end:

