# Constructed from biom file
#OTU ID	T12	S5	S11	T9	S7	S9	T15	T2	T5	S15	T4	S13	T13	T8	S14	S6	T1	T14	T3	S12	S4	S10	T6	T11	T10	T7	S8	N14	S2	S3	T16	N8	N9	S1
Unassigned;Other;Other;Other	0.00153646597384	0.000981058874681	0.000110784911095	0.00791967912526	0.00281150499774	0.00151267084282	0.00227818868396	0.00617370252908	0.000155037758154	0.00036608006694	3.29530912746e-05	0.000339366515837	0.00387891758136	8.40445996676e-05	0.000407067466587	0.000271672877991	0.00206083930205	0.002139014632	0.00188837428881	0.00141959458049	0.0428177979068	0.00145942790426	0.0333414753298	0.0998582425667	0.100016715886	0.0315343197524	0.00161601716124	0.0	0.00290317898098	0.00281953698904	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.00536604950663	0.000367897078005	0.000451052852316	0.000760033722505	0.000541015157294	0.00013347095672	0.00013523494471	0.00104489363424	0.00153099786177	0.000169965745365	0.000812842918106	0.000197963800905	0.000551742587004	0.000317501820966	0.000106612907916	0.00167879906656	0.000237560726461	0.00363845678267	0.000748838080044	0.000104381954448	0.00730766876798	0.000670547956012	0.040404657222	0.00694431983348	0.0065888449323	0.0404205706533	0.00707901322846	0.0	0.00753616877147	0.00806665739465	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales	7.72093454192e-06	0.0	0.0	0.000114963084076	0.0	3.55922551253e-05	0.0	4.41504352497e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13190827109e-05	2.44186330449e-05	0.0	3.67219536079e-05	0.0	0.0029718286924	0.000197383767877	0.00104474285396	0.00373086869886	0.0	0.0	0.000338704214448	0.000354022581583	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.000115814018129	2.22967926064e-05	0.000142437742837	0.000287407710191	7.98219084531e-05	0.000160165148064	0.000145637632764	0.00105961044599	0.0	0.00013074288105	1.09843637582e-05	0.000164027149321	5.85181531671e-05	4.66914442598e-05	1.93841650755e-05	2.78638849222e-05	3.56341089691e-05	0.000149233578977	0.000293023596539	4.17527817791e-05	0.00100373339862	1.5777598965e-05	0.0556098355317	0.0203125841124	0.0156154231905	0.0427438843431	1.43010368252e-05	0.0	0.0167658586152	0.0189149207874	0.0	0.0775510204082	0.0	0.0769230769231
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales	0.000131255887213	7.80387741223e-05	0.0	0.000357662928237	2.66073028177e-05	8.89806378132e-06	2.08053761092e-05	0.000478296381872	3.22995329488e-05	1.3074288105e-05	5.4921818791e-06	1.69683257919e-05	1.67194723335e-05	1.86765777039e-05	0.0	1.39319424611e-05	1.78170544846e-05	4.97445263255e-05	0.00014651179827	4.17527817791e-05	0.00132199032989	4.7332796895e-05	0.00571975248331	0.0110893789589	0.0105031481585	0.0061728918472	3.57525920629e-05	0.0	0.00327817293269	0.00443792593342	0.0	0.0244897959184	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.000648558501521	0.0163658457731	0.000815060417343	0.0141851672074	0.00324609094376	0.000569476082005	0.000468120962457	0.0249155622926	0.00153745776836	0.00107209162461	0.001680607655	0.0014536199095	0.0042718251812	0.0115514633099	0.00446805004991	0.00986381526244	0.00819584506289	0.00179080294772	0.012502340119	0.00392476148723	0.0247750780342	0.00213786465976	0.0202125061065	0.000484487430243	0.00204769599376	0.0324839954212	0.000951018948874	0.0	0.0464266705376	0.0268804288731	0.0	0.0	0.0	0.0512820512821
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	0.00016213962538	0.000211819529761	3.95660396768e-05	0.0007536468845	0.000886910093924	0.0	8.32215044367e-05	0.00398089757835	0.00218990833393	0.0	0.0014719047436	0.00018665158371	0.00091957097834	0.000373531554078	0.000116304990453	0.000285604820452	5.34511634537e-05	0.00105884777464	4.06977217415e-05	2.08763908895e-05	0.00427198726972	7.88879948249e-06	0.00533300765348	7.17759155915e-05	0.000459686855742	0.00342561580532	5.00536288881e-05	0.0	0.000665311849809	0.000948274772098	0.0	0.0	0.0	0.025641025641
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.000934233079572	0.00108139444141	0.000150350950772	0.00269524563779	0.000363633138509	0.000169063211845	0.000156040320819	0.00136130508687	0.0	0.00018304003347	1.09843637582e-05	0.00107466063348	0.00109512543784	0.000112059466223	0.000125997072991	0.000208979136916	0.000403853234983	0.000930933278377	0.00128604800703	2.08763908895e-05	0.000440663443295	4.7332796895e-05	0.0714460185638	0.0336987923702	0.0162004791887	0.0494933649892	0.000564890954594	0.0	0.005395074273	0.00581608526887	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	4.63256072515e-05	1.11483963032e-05	9.49584952244e-05	8.30288940551e-05	8.86910093924e-06	0.000355922551253	0.0	0.00685067586958	3.87594395385e-05	7.84457286301e-05	5.4921818791e-06	0.000899321266968	0.000142115514834	2.80148665559e-05	3.87683301511e-05	3.48298561527e-05	0.00046918243476	4.97445263255e-05	0.000138372253921	4.17527817791e-05	0.00104045535222	0.000520660765845	0.00260543885361	0.0203305280913	0.0179835069928	0.00205197778437	7.15051841258e-06	0.0	0.00217738423574	0.00160574528075	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.00426967680168	0.0334451889096	0.00097332457605	0.00199269345732	0.000248334826299	0.00113895216401	0.000124832256655	0.00113319450474	0.0376612554182	7.84457286301e-05	0.00414659731872	0.00625	0.00121216174418	0.00162486226024	3.87683301511e-05	6.96597123054e-06	0.00097993799665	0.000142127218073	0.00107441985398	0.000730673681134	0.000269294326458	0.00164875909184	0.00016283992835	0.000143551831183	2.78598094389e-05	0.000110230211557	0.0	0.0	0.000133062369962	0.000113792972652	0.0	0.0	0.0	0.0
