# Constructed from biom file
#OTU ID	T12	S5	S11	T9	S7	S9	T15	T2	T5	S15	T4	S13	T13	T8	S14	S6	T1	T14	T3	S12	S4	S10	T6	T11	T10	T7	S8	N14	S2	S3	T16	N8	N9	S1
Unassigned;Other	0.00153646597384	0.000981058874681	0.000110784911095	0.00791967912526	0.00281150499774	0.00151267084282	0.00227818868396	0.00617370252908	0.000155037758154	0.00036608006694	3.29530912746e-05	0.000339366515837	0.00387891758136	8.40445996676e-05	0.000407067466587	0.000271672877991	0.00206083930205	0.002139014632	0.00188837428881	0.00141959458049	0.0428177979068	0.00145942790426	0.0333414753298	0.0998582425667	0.100016715886	0.0315343197524	0.00161601716124	0.0	0.00290317898098	0.00281953698904	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota	0.00537377044117	0.000367897078005	0.000451052852316	0.000874996806581	0.000541015157294	0.000169063211845	0.00013523494471	0.00108904406949	0.00153099786177	0.000169965745365	0.000812842918106	0.000197963800905	0.000551742587004	0.000317501820966	0.000106612907916	0.00167879906656	0.000237560726461	0.00365977586538	0.000773256713089	0.000104381954448	0.00734439072159	0.000670547956012	0.0433764859143	0.00714170360136	0.00763358778626	0.0441514393522	0.00707901322846	0.0	0.00787487298592	0.00842067997623	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.000247069905341	0.000100335566729	0.000142437742837	0.000645070638428	0.000106429211271	0.000169063211845	0.000166443008873	0.00153790682786	3.22995329488e-05	0.000143817169155	1.64765456373e-05	0.000180995475113	7.52376255005e-05	6.53680219637e-05	1.93841650755e-05	4.17958273832e-05	5.34511634537e-05	0.000198978105302	0.000439535394809	8.35055635582e-05	0.0023257237285	6.311039586e-05	0.061329588015	0.0314019630713	0.026118571349	0.0489167761903	5.00536288881e-05	0.0	0.0200440315479	0.0233528467209	0.0	0.102040816327	0.0	0.0769230769231
k__Bacteria;p__Actinobacteria	0.000810698126901	0.0165776653028	0.000854626457019	0.0149388140919	0.00413300103768	0.000569476082005	0.000551342466893	0.0288964598709	0.00372736610229	0.00107209162461	0.0031525123986	0.00164027149321	0.00519139615954	0.0119249948639	0.00458435504037	0.0101494200829	0.00824929622635	0.00284965072236	0.0125430378407	0.00394563787812	0.0290470653039	0.00214575345924	0.02554551376	0.000556263345834	0.0025073828495	0.0359096112265	0.00100107257776	0.0	0.0470919823874	0.0278287036452	0.0	0.0	0.0	0.0769230769231
k__Bacteria;p__Bacteroidetes	0.00708009697494	0.0376704311085	0.00233439634093	0.00614413816008	0.00146340165497	0.0100370159453	0.000312080641638	0.0473366249936	0.0378938120555	0.000810605862511	0.00436628459388	0.0100904977376	0.00336061393902	0.00255869114543	0.000765674520484	0.00140016021734	0.00728123626602	0.00192582380489	0.00587675101948	0.00267217803386	0.00763816635045	0.00281630141525	0.152906692721	0.222343842524	0.183052877918	0.13711790393	0.00435466571326	0.0	0.0398340349349	0.0358321427217	0.0	0.10612244898	0.333333333333	0.0512820512821
k__Bacteria;p__Chlamydiae	0.000216186167174	0.0	0.00044313964438	0.00146258590297	3.5476403757e-05	4.44903189066e-05	0.0	0.0	6.45990658975e-06	9.15200167351e-05	4.39374550328e-05	7.9185520362e-05	0.00154655119084	0.000532282464561	0.000145381238067	0.000236843021838	0.0	0.000710636090364	8.13954434831e-06	0.000480156990459	0.00110165860824	3.155519793e-05	0.00144520436411	3.58879577958e-05	6.96495235973e-05	0.00286598550049	7.15051841258e-06	0.0	6.04828954372e-05	2.52873272559e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	0.00088790747232	7.80387741223e-05	3.16528317415e-05	0.00706384283269	0.000168512917846	0.0351384538724	0.000166443008873	0.000691690152245	9.68985988463e-05	5.22971524201e-05	4.94296369119e-05	0.000311085972851	0.000267511557335	7.47063108156e-05	0.000116304990453	2.08979136916e-05	0.000148475454038	0.000831444225726	0.00113953620876	0.00123170706248	0.00667115490544	0.000118331992237	0.00396922325354	0.00364262771627	0.0060873683624	0.00763132233858	0.000972470504112	0.0	0.00159674843954	0.00159310161712	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes	0.188197779459	0.068428856509	0.182241178751	0.651974810311	0.337416076132	0.242632403189	0.321838363033	0.123496125799	0.0976673277304	0.24024004393	0.379388939844	0.0960294117647	0.165974201854	0.277337840614	0.239704585324	0.522482672147	0.0484386321253	0.657608425301	0.117193159527	0.0825243731864	0.475084154477	0.542875625187	0.0374735385116	0.00348113190619	0.00534908341227	0.0376478568703	0.951340722202	0.188811188811	0.00902404799923	0.0044758569243	0.357142857143	0.244897959184	0.0	0.025641025641
k__Bacteria;p__Planctomycetes	0.000270232708967	4.45935852128e-05	7.91320793536e-06	0.000108576246072	9.75601103316e-05	0.000169063211845	0.0	2.20752176249e-05	2.5839626359e-05	1.3074288105e-05	3.29530912746e-05	0.000164027149321	8.35973616673e-06	0.0	7.75366603022e-05	7.66256835359e-05	5.93901816152e-06	0.000113701774458	3.25581773932e-05	0.000354898645122	0.0074178346288	3.94439974125e-05	0.00704282690116	0.00288898060256	0.001936256756	0.00303557044134	2.14515552378e-05	0.0	0.00200803212851	0.00322413422513	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria	0.793959140814	0.703664477865	0.813224553102	0.30706001073	0.651896657236	0.708339265376	0.674333447763	0.781933641896	0.858663703723	0.75617760113	0.611829061331	0.872607466063	0.816829820851	0.705423678165	0.752260678252	0.462303646686	0.933061326302	0.328143321087	0.858575416948	0.891192250684	0.410098537242	0.449566904908	0.490921673994	0.400868488579	0.495570290299	0.554212065969	0.0326278155166	0.811188811189	0.759169206948	0.776561176366	0.642857142857	0.338775510204	0.666666666667	0.538461538462
