Advanced Reads Samples		
Sample number	Abs	
1	1,025850773	
2	1,378872633	
3	2,368801117	
4	2,137058258	
5	1,132087231	
6	2,062500238	
7	1,722417951	
8	1,582276583	
9	1,15036881	
10	1,198137283	
11	1,038156271	
12	1,003360152	
13	2,4246943	
14	1,415648937	
15	1,17069459	
16	2,551602125	
17	2,590819359	
18	2,336412668	
19	2,493503571	
20	2,314397335	
21	1,939987659	
22	1,093139887	
23	1,580363989	
24	1,330770016	
25	1,946114063	
26	1,350769162	
27	0,8123475909	
28	0,8706964254	
29	2,098810673	
30	1,366449356	
31	1,43204546	
32	2,241830826	
33	2,331356525	
34	1,180855989	
35	1,252739429	
36	2,304145336	
37	2,183936596	
38	2,752472162	
39	0,8902807236	
40	1,444477916	
41	2,622752666	
42	2,54515624	
43	2,068715572	
44	2,186860561	
45	2,604259491	
46	1,871065378	
47	2,374096394	
48	1,414346695	
49	1,674087763	
50	2,574063778	
51	0,7993239164	
52	1,219521642	
53	1,74933362	
54	2,643604755	
55	1,304829359	
56	0,8086258173	
57	1,41221118	
58	2,749143124	
59	1,206340551	
60	1,143380404	
61	1,778070927	
62	1,439062715	
63	1,243479013	
64	1,403281212	
65	1,687049747	
66	2,631815434	
67	1,534677029	
68	0,8329738379	
69	1,563935757	
70	2,532413483	
71	1,071304321	
72	0,8161102533	
73	2,739089489	
74	1,940207005	
75	0,8437534571	
76	1,002257466	
77	2,687348366	
78	1,939305425	
79	0,9807626605	
80	1,16410923	
81	1,894842863	
82	1,572996855	
83	0,926060915	
84	1,146001101	
85	2,851649284	
86	1,283102512	
87	2,026608706	
88	1,896192789	
89	2,690741062	
90	1,212171316	
91	2,300791979	
92	1,57833612	
93	2,508283615	
94	1,122786045	
95	0,931879282	
96	0,9614726305	

Advanced Reads Samples
Advanced Reads Samples
Collection Time: 1/1/06 00:27:38
Operator Name  :
Microplate Reader Software Version: 3.20(57)
Parameter List :
Advanced Reads
Report time                       dom 01 jan 12:27:38 AM 2006
Method file                       Default
Batch file
Instrument                        Cary 50
Instrument serial number
Software Version                  3.20(57)
Driver Version                    2.2.54
Operator
Instrument Parameters
Stop Threshold                    OFF
Averaging Time (s)                0,5000
Temperature control
Device                           OFF
Set temperature (°C)
Wellplate
Plate format                     96 wells Costar
X Mode                            Wavelength (nm)
Y Mode                            Abs
Pathlength correction             None
Wavelength (nm)                  590,0
Analysis
Collection time                  1/1/06 00:23:40
Method Log     :
Method Name    : Default
Date/Time stamp: 1/1/06 00:04:23
Method Modifications:
Ave. time (s) Changed: 1/1/06 00:05:07, Old:   0,1000, New:   0,5000
WaveLength Changed: 1/1/06 00:05:07, Old:500,00, New:590,00
Num Samples Changed: 1/1/06 00:05:59, Old:0, New:1
Num Samples Changed: 1/1/06 00:09:53, Old:96, New:1
Num Samples Changed: 1/1/06 00:15:10, Old:96, New:1
Num Samples Changed: 1/1/06 00:19:28, Old:96, New:1
Num Samples Changed: 1/1/06 00:23:40, Old:96, New:1
Num Samples Changed: 1/1/06 00:27:38, Old:96, New:1
End Method Modifications
Sample Readings:
SML-1;; 1,0259
SML-2;; 1,3789
SML-3;; 2,3688
SML-4;; 2,1371
SML-5;; 1,1321
SML-6;; 2,0625
SML-7;; 1,7224
SML-8;; 1,5823
SML-9;; 1,1504
SML-10;; 1,1981
SML-11;; 1,0382
SML-12;; 1,0034
SML-24;; 1,3308
SML-23;; 1,5804
SML-22;; 1,0931
SML-21;; 1,9400
SML-20;; 2,3144
SML-19;; 2,4935
SML-18;; 2,3364
SML-17;; 2,5908
SML-16;; 2,5516
SML-15;; 1,1707
SML-14;; 1,4156
SML-13;; 2,4247
SML-25;; 1,9461
SML-26;; 1,3508
SML-27;; 0,8123
SML-28;; 0,8707
SML-29;; 2,0988
SML-30;; 1,3664
SML-31;; 1,4320
SML-32;; 2,2418
SML-33;; 2,3314
SML-34;; 1,1809
SML-35;; 1,2527
SML-36;; 2,3041
SML-48;; 1,4143
SML-47;; 2,3741
SML-46;; 1,8711
SML-45;; 2,6043
SML-44;; 2,1869
SML-43;; 2,0687
SML-42;; 2,5452
SML-41;; 2,6228
SML-40;; 1,4445
SML-39;; 0,8903
SML-38;; 2,7525
SML-37;; 2,1839
SML-49;; 1,6741
SML-50;; 2,5741
SML-51;; 0,7993
SML-52;; 1,2195
SML-53;; 1,7493
SML-54;; 2,6436
SML-55;; 1,3048
SML-56;; 0,8086
SML-57;; 1,4122
SML-58;; 2,7491
SML-59;; 1,2063
SML-60;; 1,1434
SML-72;; 0,8161
SML-71;; 1,0713
SML-70;; 2,5324
SML-69;; 1,5639
SML-68;; 0,8330
SML-67;; 1,5347
SML-66;; 2,6318
SML-65;; 1,6870
SML-64;; 1,4033
SML-63;; 1,2435
SML-62;; 1,4391
SML-61;; 1,7781
SML-73;; 2,7391
SML-74;; 1,9402
SML-75;; 0,8438
SML-76;; 1,0023
SML-77;; 2,6873
SML-78;; 1,9393
SML-79;; 0,9808
SML-80;; 1,1641
SML-81;; 1,8948
SML-82;; 1,5730
SML-83;; 0,9261
SML-84;; 1,1460
SML-96;; 0,9615
SML-95;; 0,9319
SML-94;; 1,1228
SML-93;; 2,5083
SML-92;; 1,5783
SML-91;; 2,3008
SML-90;; 1,2122
SML-89;; 2,6907
SML-88;; 1,8962
SML-87;; 2,0266
SML-86;; 1,2831
SML-85;; 2,8516
Sample Readings end:

